Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Matt Guerrier,2014,Twins,0,1,27,0,0,28.0,30,1,10,12,12,0,1,0,12,1,3,3,0,124,3,0.32,3.21,3.86,1.2,1.6,40.0,2.5,73.2,3.86,0.29,3.92,1.43,0.42,0.0,1.0,1000000.0,1000000.0
Matt Thornton,2014,Yankees,1,3,64,0,0,36.0,33,0,8,28,9,0,4,0,7,5,18,2,0,152,0,0.0,2.0,7.0,3.5,13.2,56.0,0.0,80.4,1.75,0.297,2.66,1.14,-0.4,0.7,2.0,7000000.0,3500000.0
Mike Pelfrey,2014,Twins,0,3,5,5,0,23.2,29,5,18,10,23,0,0,0,21,2,0,0,0,119,1,1.9,6.85,3.8,0.56,-6.7,43.7,15.2,61.9,7.99,0.28600000000000003,7.57,1.99,-1.44,-0.6,2.0,11000000.0,5500000.0
Oliver Perez,2014,Diamondbacks,3,4,68,0,0,58.2,50,5,24,76,25,0,1,3,19,7,15,2,0,256,3,0.77,3.68,11.66,3.17,20.3,44.4,10.2,75.7,2.91,0.313,3.23,1.26,0.32,0.6,2.0,4250000.0,2125000.0
Pat Neshek,2014,Cardinals,7,2,71,0,0,67.1,44,4,9,68,14,6,4,0,14,2,25,2,0,255,1,0.53,1.2,9.09,7.56,23.1,34.7,4.3,83.0,1.87,0.233,2.37,0.79,2.39,1.9,1.0,1000000.0,1000000.0
Paul Maholm,2014,Dodgers,1,5,30,8,0,70.2,82,8,28,34,44,0,0,1,38,3,0,3,0,311,2,1.02,3.57,4.33,1.21,1.9,54.4,12.9,67.8,4.84,0.311,4.96,1.56,-0.73,-0.6,1.0,1500000.0,1500000.0
Phil Hughes,2014,Twins,16,10,32,32,1,209.2,221,16,16,186,88,0,0,0,82,5,0,1,0,855,1,0.69,0.69,7.98,11.63,19.9,36.3,6.2,70.1,3.52,0.324,2.65,1.13,1.45,5.9,3.0,24000000.0,8000000.0
Rich Hill,2014,Red Sox,0,0,16,0,0,5.1,7,0,6,9,2,0,0,0,2,1,1,1,0,29,1,0.0,10.13,15.19,1.5,10.3,38.5,0.0,85.7,3.38,0.5379999999999999,3.69,2.44,-0.07,0.1,1.0,840000.0,840000.0
Ricky Nolasco,2014,Twins,6,12,27,27,1,159.0,203,22,38,115,96,0,0,0,95,5,0,1,0,695,5,1.25,2.15,6.51,3.03,11.1,41.8,11.6,69.7,5.38,0.35100000000000003,4.3,1.52,-2.29,1.0,4.0,49000000.0,12250000.0
Ronald Belisario,2014,White Sox,4,8,62,0,0,66.1,78,4,18,47,46,8,4,0,41,5,12,7,0,292,2,0.54,2.44,6.38,2.61,9.9,59.3,8.0,57.7,5.56,0.339,3.54,1.45,-1.59,0.4,1.0,3000000.0,3000000.0
Ryan Vogelsong,2014,Giants,8,13,32,32,1,184.2,178,18,58,151,86,0,0,0,82,9,0,2,0,780,2,0.88,2.83,7.36,2.6,11.9,38.4,8.8,72.3,4.0,0.294,3.85,1.28,-1.07,1.4,1.0,5000000.0,5000000.0
Ryan Webb,2014,Orioles,3,3,51,0,0,49.1,50,2,12,37,21,0,0,1,21,1,11,2,0,207,1,0.36,2.19,6.75,3.08,12.1,48.7,4.5,69.8,3.83,0.31,2.95,1.26,0.84,0.7,2.0,4500000.0,2250000.0
Scott Atchison,2014,Indians,6,0,70,0,0,72.0,60,4,14,49,24,2,5,0,22,0,14,4,0,280,1,0.5,1.75,6.13,3.5,12.5,58.8,8.2,73.1,2.75,0.263,3.08,1.03,2.36,0.8,1.0,800000.0,800000.0
Scott Baker,2014,Rangers,3,4,25,8,0,80.2,82,15,14,55,49,0,0,0,49,2,0,3,0,332,0,1.67,1.56,6.14,3.93,12.4,25.3,11.5,63.6,5.47,0.272,4.78,1.19,-0.31,0.0,1.0,1000000.0,1000000.0
Scott Downs,2014,White Sox,0,4,55,0,0,38.0,36,2,20,25,24,1,1,0,21,0,7,2,0,165,1,0.47,4.74,5.92,1.25,3.0,62.2,6.7,60.2,4.97,0.28800000000000003,4.08,1.47,-0.46,-0.1,1.0,4000000.0,4000000.0
Scott Feldman,2014,Astros,8,12,29,29,2,180.1,185,16,50,107,86,0,0,1,75,11,0,5,1,765,6,0.8,2.5,5.34,2.14,7.5,46.9,8.9,71.6,3.74,0.29100000000000004,4.11,1.3,0.57,1.4,3.0,30000000.0,10000000.0
Scott Kazmir,2014,Athletics,15,9,32,32,2,190.1,171,16,50,164,81,0,0,1,75,4,0,1,0,777,9,0.76,2.36,7.75,3.28,14.7,43.8,7.8,71.1,3.55,0.285,3.35,1.16,0.19,3.1,2.0,22000000.0,11000000.0
Tim Hudson,2014,Giants,9,13,31,31,1,189.1,199,15,34,120,86,0,0,0,75,7,0,3,0,789,2,0.71,1.62,5.7,3.53,10.9,53.1,9.3,70.3,3.57,0.3,3.54,1.23,-0.49,2.0,2.0,23000000.0,11500000.0
Tony Sipp,2014,Astros,4,3,56,0,0,50.2,28,5,17,63,19,4,2,0,19,0,11,2,0,198,3,0.89,3.02,11.19,3.71,23.2,31.3,9.4,68.4,3.38,0.204,2.93,0.89,0.15,0.9,1.0,500000.0,500000.0
Wesley Wright,2014,Cubs,0,3,58,0,0,48.1,48,2,19,37,19,0,2,0,17,2,9,2,0,209,2,0.37,3.54,6.89,1.95,8.6,52.1,5.7,75.5,3.17,0.309,3.44,1.39,-0.09,0.2,1.0,1425000.0,1425000.0
Zach Duke,2014,Brewers,5,1,74,0,0,58.2,49,3,17,74,19,0,4,0,16,0,12,1,0,238,3,0.46,2.61,11.35,4.35,24.0,57.7,10.3,76.1,2.45,0.319,2.14,1.13,1.51,1.4,1.0,850000.0,850000.0
Zach Putnam,2014,White Sox,5,3,49,0,0,54.2,39,2,20,46,14,6,1,0,12,1,16,1,0,213,5,0.33,3.29,7.57,2.3,12.2,53.1,4.3,80.4,1.98,0.257,3.08,1.08,1.96,0.7,1.0,500000.0,500000.0
A.J. Burnett,2015,Pirates,9,7,26,26,0,164.0,174,11,49,143,64,0,0,1,58,11,0,2,0,699,6,0.6,2.69,7.85,2.92,13.5,53.4,9.3,77.8,3.18,0.336,3.36,1.36,1.76,2.9,1.0,8500000.0,8500000.0
Aaron Harang,2015,Phillies,6,15,29,29,0,172.1,189,26,51,108,100,0,0,0,93,6,0,3,0,748,4,1.36,2.66,5.64,2.12,7.6,36.1,10.5,69.7,4.86,0.293,4.83,1.39,-1.51,0.9,1.0,5000000.0,5000000.0
Alexi Ogando,2015,Red Sox,3,1,64,0,0,65.1,59,12,28,53,29,0,4,2,29,3,12,2,0,277,1,1.65,3.86,7.3,1.89,9.0,42.1,16.9,83.3,3.99,0.26,5.32,1.33,0.05,-0.9,1.0,1500000.0,1500000.0
Andrew Miller,2015,Yankees,3,2,60,0,0,61.2,33,5,20,100,16,36,2,0,14,5,0,1,0,246,2,0.73,2.92,14.59,5.0,32.5,48.3,12.5,82.4,2.04,0.241,2.16,0.86,4.1,2.0,4.0,36000000.0,9000000.0
Anthony Swarzak,2015,Indians,0,0,10,0,0,13.1,18,1,4,13,9,0,0,0,5,0,0,1,0,61,0,0.68,2.7,8.78,3.25,14.8,43.2,9.1,63.1,3.38,0.395,3.06,1.65,-0.13,0.1,1.0,900000.0,900000.0
Brandon Beachy,2015,Dodgers,0,1,2,2,0,8.0,10,1,6,5,7,0,0,0,7,0,0,2,0,39,0,1.13,6.75,5.63,0.83,-2.6,26.9,9.1,61.6,7.88,0.333,5.76,2.0,-0.39,0.0,1.0,2750000.0,2750000.0
Brandon McCarthy,2015,Dodgers,3,0,4,4,0,23.0,24,9,4,29,15,0,0,0,15,0,0,0,0,94,0,3.52,1.57,11.35,7.25,26.6,38.3,37.5,84.4,5.87,0.28800000000000003,6.22,1.22,-0.27,-0.3,4.0,48000000.0,12000000.0
Brandon Morrow,2015,Padres,2,0,5,5,0,33.0,29,3,7,23,10,0,0,0,10,0,0,0,0,126,0,0.82,1.91,6.27,3.29,12.7,47.4,10.0,81.8,2.73,0.28,3.56,1.09,0.68,0.5,1.0,2500000.0,2500000.0
Brett Anderson,2015,Dodgers,10,9,31,31,1,180.1,194,18,46,116,82,0,0,2,74,2,0,2,0,750,4,0.9,2.3,5.79,2.52,9.3,66.3,17.0,73.8,3.69,0.31,3.94,1.33,-0.31,1.6,1.0,10000000.0,10000000.0
Burke Badenhop,2015,Reds,2,4,68,0,0,66.1,71,4,20,36,30,0,2,0,29,0,7,4,0,285,0,0.54,2.71,4.88,1.8,5.6,46.7,5.2,71.4,3.93,0.298,3.74,1.37,-1.09,0.3,1.0,2500000.0,2500000.0
Carlos Villanueva,2015,Cardinals,4,3,35,0,0,61.0,50,6,21,55,21,2,0,0,20,2,0,2,0,250,1,0.89,3.1,8.11,2.62,13.6,42.4,9.1,80.5,2.95,0.265,3.74,1.16,0.11,0.2,1.0,2000000.0,2000000.0
Casey Janssen,2015,Nationals,2,5,48,0,0,40.0,38,5,8,27,22,0,3,0,22,1,13,3,0,166,1,1.13,1.8,6.08,3.38,11.5,29.4,8.6,62.5,4.95,0.264,4.08,1.15,-0.72,0.0,1.0,5000000.0,5000000.0
Chad Billingsley,2015,Phillies,2,3,7,7,0,37.0,53,5,8,15,26,0,0,0,24,1,0,0,0,165,2,1.22,1.95,3.65,1.88,4.2,45.3,11.6,65.5,5.84,0.353,4.81,1.65,-0.76,0.1,1.0,1500000.0,1500000.0
Chris Capuano,2015,Yankees,0,4,22,4,0,40.2,52,6,22,38,38,0,0,0,36,3,1,1,0,196,0,1.33,4.87,8.41,1.73,8.2,43.1,14.0,56.9,7.97,0.362,5.03,1.82,-1.26,-0.1,1.0,5000000.0,5000000.0
Chris Young,2015,Royals,11,6,34,18,0,123.1,91,16,43,83,44,0,1,0,42,0,2,0,0,500,5,1.17,3.14,6.06,1.93,8.0,25.5,7.7,80.7,3.06,0.209,4.52,1.09,0.99,0.9,1.0,675000.0,675000.0
Colby Lewis,2015,Rangers,17,9,33,33,2,204.2,211,26,42,142,114,0,0,0,106,11,0,2,1,861,5,1.14,1.85,6.24,3.38,11.6,33.7,8.9,65.9,4.66,0.289,4.17,1.24,-0.09,2.5,1.0,4000000.0,4000000.0
Craig Breslow,2015,Red Sox,0,4,45,2,0,65.0,69,12,23,46,33,1,3,0,30,2,1,5,0,280,2,1.66,3.18,6.37,2.0,8.2,35.1,12.4,79.0,4.15,0.289,5.27,1.42,-0.76,-0.6,1.0,2000000.0,2000000.0
David Robertson,2015,White Sox,6,5,60,0,0,63.1,46,7,13,86,27,34,7,0,24,1,0,2,0,250,4,0.99,1.85,12.22,6.62,29.2,35.6,13.7,65.7,3.41,0.273,2.52,0.93,0.4,1.8,4.0,46000000.0,11500000.0
Dustin McGowan,2015,Phillies,1,2,14,1,0,23.1,29,7,20,21,21,0,0,0,18,0,0,1,0,118,1,2.7,7.71,8.1,1.05,0.9,39.0,25.9,71.4,6.94,0.314,7.81,2.1,-0.31,-0.6,1.0,507500.0,507500.0
Edinson Volquez,2015,Royals,13,9,34,33,1,200.1,190,16,72,155,89,0,0,0,79,8,0,1,0,850,3,0.72,3.23,6.96,2.15,9.8,46.0,8.0,73.1,3.55,0.29,3.82,1.31,0.65,2.5,2.0,20000000.0,10000000.0
Eric Stults,2015,Braves,1,5,9,8,0,47.2,48,10,13,31,31,0,0,0,31,0,0,1,0,196,1,1.89,2.45,5.85,2.38,9.2,37.6,16.1,63.8,5.85,0.268,5.38,1.28,-0.74,-0.3,1.0,2000000.0,2000000.0
Ervin Santana,2015,Twins,7,5,17,17,0,108.0,104,12,36,82,50,0,0,0,48,4,0,2,0,457,3,1.0,3.0,6.83,2.28,10.1,40.9,9.7,73.9,4.0,0.285,4.17,1.3,0.21,1.4,4.0,55000000.0,13750000.0
Francisco Liriano,2015,Pirates,12,7,31,31,0,186.2,155,15,70,205,75,0,0,1,70,5,0,1,0,773,10,0.72,3.38,9.88,2.93,17.5,51.2,11.7,74.2,3.38,0.293,3.19,1.21,0.34,3.7,3.0,39000000.0,13000000.0
Francisco Rodriguez,2015,Brewers,1,3,60,0,0,57.0,38,6,11,62,15,38,2,0,14,0,0,1,0,216,3,0.95,1.74,9.79,5.64,23.6,46.4,14.3,83.7,2.21,0.234,2.91,0.86,2.07,1.0,2.0,13000000.0,6500000.0
Franklin Morales,2015,Royals,4,2,67,0,0,62.1,58,4,14,41,24,0,1,2,22,4,8,0,0,258,6,0.58,2.02,5.92,2.93,10.5,49.5,7.3,73.9,3.18,0.277,3.52,1.16,0.53,0.4,1.0,1850000.0,1850000.0
Gavin Floyd,2015,Indians,0,0,7,0,0,13.1,11,0,4,7,4,0,0,0,4,1,0,0,0,55,1,0.0,2.7,4.72,1.75,5.5,46.5,0.0,75.0,2.7,0.256,3.21,1.12,-0.02,0.1,1.0,4000000.0,4000000.0
Jake Peavy,2015,Giants,8,6,19,19,0,110.2,99,12,25,78,45,0,0,1,44,2,0,1,0,448,2,0.98,2.03,6.34,3.12,11.8,37.9,7.9,74.2,3.58,0.263,3.87,1.12,0.39,1.2,2.0,24000000.0,12000000.0
James Shields,2015,Padres,13,7,33,33,0,202.1,189,33,81,216,93,0,0,1,88,9,0,5,0,860,7,1.47,3.6,9.61,2.67,15.7,44.9,17.6,79.9,3.91,0.299,4.45,1.33,-0.5,1.0,4.0,75000000.0,18750000.0
Jason Frasor,2015,Royals,1,0,32,0,0,28.0,27,1,18,22,5,0,1,0,4,0,4,3,0,124,2,0.32,5.79,7.07,1.22,3.2,45.8,3.8,91.7,1.29,0.313,3.96,1.61,0.31,0.0,1.0,575000.0,575000.0
Jason Grilli,2015,Braves,3,4,36,0,0,33.2,28,2,10,45,13,24,2,0,11,0,0,1,0,140,2,0.53,2.67,12.03,4.5,25.0,27.1,5.0,71.0,2.94,0.313,2.12,1.13,1.4,1.2,2.0,8000000.0,4000000.0
Jason Hammel,2015,Cubs,10,7,31,31,0,170.2,158,23,40,172,79,0,0,0,71,6,0,4,0,710,10,1.21,2.11,9.07,4.3,18.6,38.3,12.8,72.8,3.74,0.28800000000000003,3.68,1.16,-0.02,2.4,2.0,20000000.0,10000000.0
Jason Motte,2015,Cubs,8,1,57,0,0,48.1,48,4,11,34,21,6,1,0,21,2,9,5,0,206,2,0.74,2.05,6.33,3.09,11.2,30.3,5.5,72.2,3.91,0.284,3.61,1.22,1.58,0.5,1.0,4500000.0,4500000.0
Jeanmar Gomez,2015,Phillies,2,3,65,0,0,74.2,82,4,17,50,28,0,3,0,25,2,7,4,0,319,3,0.48,2.05,6.03,2.94,10.3,48.8,5.6,76.5,3.01,0.317,3.25,1.33,-0.29,0.8,1.0,800000.0,800000.0
Jim Johnson,2015,Braves,2,6,72,0,0,66.2,77,5,20,50,36,10,7,0,33,5,25,2,0,291,3,0.68,2.7,6.75,2.5,10.3,61.5,11.4,69.5,4.46,0.341,3.73,1.46,0.28,0.2,1.0,1600000.0,1600000.0
Joba Chamberlain,2015,Tigers,0,2,36,0,0,27.2,38,6,9,23,20,0,2,0,15,1,8,0,0,128,2,1.95,2.93,7.48,2.56,10.9,41.9,20.7,70.7,4.88,0.36,5.38,1.7,-1.26,-0.4,1.0,1000000.0,1000000.0
Joe Beimel,2015,Mariners,2,1,53,0,0,47.1,49,8,16,22,25,1,2,0,21,1,6,3,0,196,1,1.52,3.04,4.18,1.38,3.1,42.4,12.7,74.8,3.99,0.275,5.48,1.37,-0.37,-0.8,1.0,1500000.0,1500000.0
Joe Thatcher,2015,Astros,1,3,43,0,0,22.2,23,1,12,26,8,0,0,0,8,0,6,0,0,100,0,0.4,4.76,10.32,2.17,14.0,45.0,5.0,80.4,3.18,0.361,3.0,1.54,-0.84,0.3,1.0,1000000.0,1000000.0
John Axford,2015,Rockies,4,5,60,0,0,55.2,56,4,32,62,27,25,6,0,26,0,2,4,0,250,1,0.65,5.17,10.02,1.94,12.0,56.1,9.5,74.0,4.2,0.342,3.57,1.58,0.01,0.6,1.0,2600000.0,2600000.0
Jon Lester,2015,Cubs,11,12,32,32,1,205.0,183,16,47,207,83,0,0,0,76,7,0,0,0,828,8,0.7,2.06,9.09,4.4,19.3,48.9,9.9,71.8,3.34,0.303,2.92,1.12,2.31,5.0,6.0,155000000.0,25833333.33333333
Kevin Correia,2015,Phillies,0,3,5,5,0,23.1,37,4,8,14,23,0,0,0,17,0,0,0,0,114,0,1.54,3.09,5.4,1.75,5.3,41.9,19.0,55.8,6.56,0.375,5.19,1.93,-0.77,0.0,1.0,6500000.0,6500000.0
Kevin Gregg,2015,Reds,0,2,11,0,0,10.2,13,3,5,14,12,0,1,0,12,0,2,0,0,51,1,2.53,4.22,11.81,2.8,17.7,35.5,25.0,43.5,10.13,0.345,5.57,1.69,-0.93,-0.2,1.0,1500000.0,1500000.0
Kris Medlen,2015,Royals,6,2,15,8,0,58.1,56,6,18,40,30,0,0,0,26,2,0,0,0,243,3,0.93,2.78,6.17,2.22,9.1,49.7,10.0,68.1,4.01,0.282,4.13,1.27,0.02,0.5,2.0,8500000.0,4250000.0
Kyle Kendrick,2015,Rockies,7,13,27,27,0,142.1,172,33,45,80,102,0,0,0,100,7,0,2,0,629,4,2.09,2.85,5.06,1.78,5.6,38.8,17.3,68.6,6.32,0.3,6.12,1.52,-2.84,-1.1,1.0,5500000.0,5500000.0
Luke Gregerson,2015,Astros,7,3,64,0,0,61.0,48,5,10,59,24,31,5,0,21,2,0,2,0,239,1,0.74,1.48,8.7,5.9,20.5,60.4,13.2,67.9,3.1,0.264,2.86,0.95,1.21,1.2,3.0,18500000.0,6166666.666666668
Luke Hochevar,2015,Royals,1,1,49,0,0,50.2,49,7,16,49,23,1,1,0,21,1,6,0,0,214,3,1.24,2.84,8.7,3.06,15.4,37.2,10.3,76.5,3.73,0.298,4.0,1.28,0.8,0.1,2.0,10000000.0,5000000.0
Matt Albers,2015,White Sox,2,0,30,0,0,37.1,31,3,9,28,6,0,0,0,5,1,6,2,0,149,0,0.72,2.17,6.75,3.11,12.8,58.6,9.7,95.1,1.21,0.259,3.48,1.07,1.24,0.4,1.0,1500000.0,1500000.0
Matt Belisle,2015,Cardinals,1,1,34,0,0,33.2,34,1,15,25,10,0,1,0,10,3,7,2,0,149,0,0.27,4.01,6.68,1.67,6.7,52.4,3.4,83.0,2.67,0.314,3.64,1.46,0.01,0.1,1.0,3500000.0,3500000.0
Max Scherzer,2015,Nationals,14,12,33,33,4,228.2,176,27,34,276,74,0,0,1,71,5,0,2,3,899,10,1.06,1.34,10.86,8.12,26.9,35.8,10.5,79.6,2.79,0.268,2.77,0.92,3.22,6.4,7.0,210000000.0,30000000.0
Neal Cotts,2015,Brewers,1,0,68,0,0,63.1,58,12,22,58,26,0,0,0,24,4,5,2,0,269,2,1.71,3.13,8.24,2.64,13.4,37.2,15.8,86.3,3.41,0.266,5.0,1.26,0.2,-0.4,1.0,3000000.0,3000000.0
Pat Neshek,2015,Astros,3,6,66,0,0,54.2,49,8,12,51,25,1,3,0,22,2,28,1,0,223,1,1.32,1.98,8.4,4.25,17.5,32.0,11.4,73.4,3.62,0.273,3.94,1.12,-0.81,0.2,2.0,12500000.0,6250000.0
Phil Coke,2015,Cubs,0,0,18,0,0,12.2,15,2,5,12,8,0,0,0,8,0,3,2,0,56,0,1.42,3.55,8.53,2.4,12.5,59.0,22.2,69.8,5.68,0.35100000000000003,4.48,1.58,-0.07,0.0,1.0,2250000.0,2250000.0
Rafael Betancourt,2015,Rockies,2,4,45,0,0,39.1,43,4,12,40,29,1,3,0,27,0,8,4,0,175,0,0.92,2.75,9.15,3.33,16.0,22.3,6.5,52.6,6.18,0.328,3.34,1.4,-1.0,0.5,1.0,1000000.0,1000000.0
Roberto Hernandez,2015,Astros,3,5,20,11,0,84.2,90,9,26,42,48,0,0,0,41,1,0,2,0,357,1,0.96,2.76,4.46,1.62,4.5,51.9,11.0,66.1,4.36,0.29,4.48,1.37,-0.91,0.3,1.0,2600000.0,2600000.0
Ryan Vogelsong,2015,Giants,9,11,33,22,0,135.0,140,17,58,108,76,0,1,0,70,3,0,2,0,598,1,1.13,3.87,7.2,1.86,8.4,44.7,11.2,70.5,4.67,0.299,4.53,1.47,-1.36,0.1,1.0,4000000.0,4000000.0
Scott Baker,2015,Dodgers,0,1,2,2,0,11.0,11,4,3,8,7,0,0,0,7,0,0,0,0,45,1,3.27,2.45,6.55,2.67,11.1,38.2,25.0,83.3,5.73,0.233,7.23,1.27,-0.37,-0.3,1.0,1500000.0,1500000.0
Sergio Romo,2015,Giants,0,5,70,0,0,57.1,51,3,10,71,20,2,2,0,19,1,34,2,0,230,4,0.47,1.57,11.15,7.1,26.5,44.8,6.5,72.7,2.98,0.331,1.91,1.06,0.41,1.8,2.0,15000000.0,7500000.0
Shaun Marcum,2015,Indians,3,2,7,6,0,35.0,32,9,11,30,21,0,0,0,21,1,0,3,0,142,2,2.31,2.83,7.71,2.73,13.4,33.0,20.0,73.3,5.4,0.253,5.79,1.23,-0.42,-0.2,1.0,1000000.0,1000000.0
Tim Stauffer,2015,Twins,1,0,18,0,0,20.2,32,6,9,14,18,0,1,0,16,1,1,2,0,100,2,2.61,3.92,6.1,1.56,5.0,53.3,28.6,71.4,6.97,0.371,7.01,1.98,-0.64,-0.5,1.0,2200000.0,2200000.0
Tom Gorzelanny,2015,Tigers,2,2,48,0,0,39.1,45,4,23,36,28,0,0,0,26,2,2,2,0,181,1,0.92,5.26,8.24,1.57,7.2,39.3,8.5,65.2,5.95,0.353,4.53,1.73,0.23,-0.1,1.0,1000000.0,1000000.0
Zach Duke,2015,White Sox,3,6,71,0,0,60.2,47,9,32,66,26,1,2,0,23,3,26,4,0,255,0,1.34,4.75,9.79,2.06,13.3,58.3,24.3,80.7,3.41,0.262,4.62,1.3,0.67,-0.4,3.0,15000000.0,5000000.0
Alfredo Simon,2016,Reds,2,7,15,11,0,58.2,89,15,31,39,64,0,0,0,61,8,0,2,0,298,3,2.3,4.76,5.98,1.26,2.7,49.5,22.4,59.8,9.36,0.361,7.14,2.05,-2.72,-1.1,1.0,2000000.0,2000000.0
Antonio Bastardo,2016,Mets,3,0,69,0,0,67.2,60,11,32,74,37,0,2,4,34,4,15,3,0,297,6,1.46,4.26,9.84,2.31,14.1,30.4,12.5,73.2,4.52,0.278,4.67,1.36,0.85,-0.1,2.0,12000000.0,6000000.0
Bartolo Colon,2016,Mets,15,8,34,33,0,191.2,200,24,32,128,81,0,0,0,73,3,0,2,0,791,0,1.13,1.5,6.01,4.0,12.1,43.2,11.5,76.5,3.43,0.29100000000000004,3.99,1.21,1.12,2.8,1.0,7250000.0,7250000.0
Blaine Boyer,2016,Brewers,2,4,61,0,0,66.0,80,4,17,26,30,1,2,0,29,1,5,3,0,282,0,0.55,2.32,3.55,1.53,3.2,48.9,5.9,73.6,3.95,0.325,3.96,1.47,-0.34,0.4,1.0,950000.0,950000.0
Blake Wood,2016,Reds,6,5,70,0,0,76.2,72,9,38,81,38,1,5,0,34,2,15,3,0,330,8,1.06,4.46,9.51,2.13,13.0,53.1,15.8,74.5,3.99,0.315,4.12,1.43,0.16,0.3,1.0,600000.0,600000.0
Bud Norris,2016,Braves,6,10,35,19,0,113.0,116,14,49,102,67,0,0,0,64,3,1,4,0,495,7,1.12,3.9,8.12,2.08,10.7,47.6,13.6,68.1,5.1,0.312,4.33,1.46,-1.3,0.7,1.0,2500000.0,2500000.0
Carlos Villanueva,2016,Padres,2,2,51,0,0,74.0,89,17,14,61,50,1,1,0,49,3,4,4,0,321,2,2.07,1.7,7.42,4.36,14.6,42.1,21.0,68.1,5.96,0.319,5.17,1.39,-1.01,-0.7,1.0,1500000.0,1500000.0
Chad Qualls,2016,Rockies,2,0,44,0,0,32.2,43,5,9,22,22,0,1,0,19,0,4,1,0,152,1,1.38,2.48,6.06,2.44,8.6,55.0,16.7,66.7,5.23,0.328,4.62,1.59,0.07,0.0,2.0,6000000.0,3000000.0
Chien-Ming Wang,2016,Royals,6,0,38,0,0,53.1,60,6,18,30,27,0,0,0,25,2,0,0,0,231,1,1.01,3.04,5.06,1.67,5.2,49.4,12.5,74.0,4.22,0.309,4.61,1.46,0.72,-0.1,1.0,1000000.0,1000000.0
Chris Capuano,2016,Brewers,1,1,16,0,0,24.0,23,7,15,27,11,0,1,0,11,1,1,2,0,106,1,2.63,5.63,10.13,1.8,11.3,44.4,25.9,95.9,4.13,0.28600000000000003,6.69,1.58,-0.34,-0.5,1.0,1500000.0,1500000.0
Chris Narveson,2016,Marlins,1,0,6,0,0,8.1,10,3,2,6,8,0,1,0,8,1,0,1,0,38,1,3.24,2.16,6.48,3.0,10.5,34.5,21.4,56.8,8.64,0.269,7.47,1.44,-0.44,-0.4,1.0,1200000.0,1200000.0
Colby Lewis,2016,Rangers,6,5,19,19,1,116.1,103,19,28,73,53,0,0,0,48,3,0,0,0,472,1,1.47,2.17,5.65,2.61,9.5,34.1,11.1,75.4,3.71,0.241,4.81,1.13,0.88,0.9,1.0,6000000.0,6000000.0
Craig Breslow,2016,Marlins,0,2,15,0,0,14.0,21,1,4,7,9,0,1,0,7,0,2,0,0,63,2,0.64,2.57,4.5,1.75,4.8,29.4,4.3,67.8,4.5,0.392,3.93,1.79,-0.39,0.1,1.0,1500000.0,1500000.0
Darren O'Day,2016,Orioles,3,1,34,0,0,31.0,25,6,13,38,13,3,2,0,13,1,10,2,0,131,0,1.74,3.77,11.03,2.92,19.1,34.2,17.1,85.0,3.77,0.26,4.57,1.23,1.13,0.1,4.0,31000000.0,7750000.0
David Hernandez,2016,Phillies,3,4,70,0,0,72.2,77,11,32,80,31,1,2,0,31,2,15,5,0,322,6,1.36,3.96,9.91,2.5,14.9,37.3,14.3,83.7,3.84,0.335,4.32,1.5,0.58,0.2,1.0,3900000.0,3900000.0
David Price,2016,Red Sox,17,9,35,35,2,230.0,227,30,50,228,106,0,0,0,102,7,0,1,0,951,4,1.17,1.96,8.92,4.56,18.7,43.7,13.5,73.6,3.99,0.31,3.6,1.2,0.68,4.4,7.0,217000000.0,31000000.0
Doug Fister,2016,Astros,12,13,32,32,0,180.1,195,24,62,115,98,0,0,0,93,7,0,1,0,779,10,1.2,3.09,5.74,1.85,6.8,45.3,11.8,72.1,4.64,0.299,4.75,1.43,-0.12,1.1,1.0,7000000.0,7000000.0
Edwin Jackson,2016,Marlins,5,7,21,13,0,84.0,92,14,41,61,56,0,0,0,55,1,0,3,0,373,6,1.5,4.39,6.54,1.49,5.4,40.2,13.6,68.2,5.89,0.305,5.36,1.58,-0.88,-0.3,1.0,507500.0,507500.0
Eric O'Flaherty,2016,Braves,1,4,39,0,0,28.2,39,3,11,22,25,0,1,0,22,2,3,2,0,136,3,0.94,3.45,6.91,2.0,8.1,54.0,10.7,56.5,6.91,0.3670000000000001,4.33,1.74,-1.62,-0.1,1.0,1750000.0,1750000.0
Fernando Rodney,2016,Padres,2,4,67,0,0,65.1,54,5,37,74,27,25,3,1,25,5,8,3,0,283,5,0.69,5.1,10.19,2.0,13.1,55.2,13.5,77.5,3.44,0.302,3.8,1.39,1.57,0.4,1.0,2000000.0,2000000.0
Gavin Floyd,2016,Blue Jays,2,4,28,0,0,31.0,23,4,8,30,14,0,1,0,14,3,6,1,0,124,4,1.16,2.32,8.71,3.75,17.7,42.2,10.8,70.4,4.06,0.241,3.95,1.0,0.04,0.2,1.0,1000000.0,1000000.0
