Name,Yr,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP,Contract Yrs,Total Salary($),Avg Salary($)
Henry Blanco,2006,Cubs,74,241.0,261.0,64.0,41.0,15.0,2.0,6.0,23.0,37.0,14.0,1.0,38.0,5.4,14.6,0.37,0.29100000000000004,0.0,2.0,4.0,8.0,0.0,0.0,8.6,0.154,0.309,-4.9,0.266,0.304,0.419,0.723,0.7,78.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5250000.0,2625000.0
J.C. Romero,2006,Angels,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,1.0,2.0,0.0,0.0,48.1,57.0,3.0,28.0,31.0,40.0,0.0,1.0,0.0,36.0,1.0,7.0,2.0,0.0,226.0,1.0,0.56,5.21,5.77,1.11,1.3,57.0,6.8,56.2,6.7,0.331,4.47,1.76,1.0,1600000.0,1600000.0
J.D. Drew,2006,Dodgers,146,494.0,594.0,140.0,80.0,34.0,6.0,20.0,84.0,100.0,89.0,8.0,106.0,15.0,17.8,0.84,0.321,4.0,6.0,1.0,4.0,2.0,3.0,-3.2,0.215,0.38,24.7,0.28300000000000003,0.393,0.498,0.8909999999999999,4.2,130.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70000000.0,14000000.0
Jamie Walker,2006,Tigers,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,1.0,0.0,0.0,48.0,47.0,8.0,8.0,37.0,15.0,0.0,0.0,0.0,15.0,0.0,11.0,3.0,0.0,196.0,1.0,1.5,1.5,6.94,4.63,14.8,30.6,11.1,91.3,2.81,0.273,4.27,1.15,3.0,12000000.0,4000000.0
Jason Marquis,2006,Cardinals,46,78.0,85.0,14.0,9.0,4.0,1.0,0.0,8.0,5.0,2.0,0.0,14.0,2.4,16.5,0.14,0.219,1.0,0.0,4.0,2.0,0.0,0.0,10.1,0.077,0.206,0.0,0.179,0.21,0.256,0.466,0.4,17.0,-0.4,14.0,16.0,33.0,0.0,194.1,221.0,35.0,75.0,96.0,136.0,0.0,0.0,1.0,130.0,16.0,0.0,2.0,0.0,870.0,2.0,1.62,3.47,4.45,1.28,2.4,42.6,13.1,66.9,6.02,0.287,5.9,1.52,3.0,21000000.0,7000000.0
Jason Schmidt,2006,Giants,32,66.0,72.0,9.0,5.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,26.0,0.0,36.1,0.0,0.205,0.0,0.0,6.0,1.0,0.0,0.0,8.6,0.091,0.154,0.0,0.136,0.136,0.227,0.364,3.8,0.0,2.43,11.0,9.0,32.0,3.0,213.1,189.0,21.0,80.0,180.0,94.0,0.0,0.0,1.0,85.0,6.0,0.0,6.0,1.0,894.0,11.0,0.89,3.38,7.59,2.25,11.2,37.4,7.9,73.7,3.59,0.277,3.95,1.26,3.0,47000000.0,15666666.666666664
Jay Payton,2006,Athletics,142,557.0,588.0,165.0,120.0,32.0,3.0,10.0,78.0,59.0,22.0,1.0,52.0,3.7,8.8,0.42,0.31,4.0,5.0,0.0,12.0,8.0,4.0,-8.0,0.122,0.321,-5.1,0.29600000000000004,0.325,0.418,0.743,1.0,93.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9500000.0,4750000.0
Jeff Cirillo,2006,Brewers,112,263.0,290.0,84.0,65.0,16.0,0.0,3.0,33.0,23.0,21.0,0.0,33.0,7.2,11.4,0.64,0.354,1.0,2.0,3.0,8.0,1.0,1.0,2.4,0.095,0.34600000000000003,3.5,0.319,0.369,0.414,0.784,1.4,105.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000.0,1500000.0
Jeff Suppan,2006,Cardinals,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.63,12.0,7.0,32.0,0.0,190.0,207.0,21.0,69.0,104.0,100.0,0.0,0.0,0.0,87.0,8.0,0.0,6.0,0.0,837.0,8.0,0.99,3.27,4.93,1.51,4.2,46.8,10.8,72.3,4.12,0.293,4.7,1.45,4.0,42000000.0,10500000.0
Jeff Weaver,2006,Mariners,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-2.47,8.0,14.0,31.0,0.0,172.0,213.0,34.0,47.0,107.0,117.0,0.0,0.0,0.0,110.0,10.0,0.0,1.0,0.0,770.0,5.0,1.78,2.46,5.6,2.28,7.8,39.0,14.9,68.8,5.76,0.313,5.47,1.51,1.0,8325000.0,8325000.0
Joe Borowski,2006,Marlins,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.67,3.0,3.0,0.0,0.0,69.2,63.0,7.0,33.0,64.0,31.0,36.0,7.0,0.0,29.0,2.0,0.0,7.0,0.0,304.0,1.0,0.9,4.26,8.27,1.94,10.2,32.5,7.1,76.0,3.75,0.28300000000000003,4.12,1.38,1.0,4250000.0,4250000.0
Joel Pineiro,2006,Mariners,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-2.53,8.0,13.0,25.0,1.0,165.2,209.0,23.0,64.0,87.0,123.0,1.0,1.0,1.0,117.0,10.0,4.0,13.0,0.0,753.0,4.0,1.25,3.48,4.73,1.36,3.1,47.6,13.4,63.8,6.36,0.327,5.24,1.65,1.0,4000000.0,4000000.0
John Thomson,2006,Braves,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.92,2.0,7.0,15.0,0.0,80.1,93.0,11.0,32.0,46.0,55.0,0.0,0.0,0.0,43.0,2.0,1.0,4.0,0.0,361.0,1.0,1.23,3.59,5.15,1.44,3.9,43.8,11.3,64.5,4.82,0.304,5.05,1.56,1.0,500000.0,500000.0
Jorge Sosa,2006,Mets,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,-3.66,3.0,11.0,13.0,0.0,118.0,138.0,30.0,40.0,75.0,79.0,4.0,3.0,0.0,71.0,1.0,0.0,6.0,0.0,524.0,2.0,2.29,3.05,5.72,1.88,6.7,35.3,17.1,73.0,5.42,0.28600000000000003,6.22,1.51,1.0,1250000.0,1250000.0
Jose Guillen,2006,Nationals,69,241.0,268.0,52.0,27.0,15.0,1.0,9.0,28.0,40.0,15.0,4.0,48.0,5.6,17.9,0.31,0.228,7.0,5.0,0.0,8.0,1.0,0.0,-0.5,0.183,0.284,-11.0,0.21600000000000005,0.276,0.398,0.674,-0.2,68.0,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000.0,5500000.0
Jose Mesa,2006,Rockies,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.13,1.0,5.0,0.0,0.0,72.1,73.0,9.0,36.0,39.0,32.0,1.0,7.0,1.0,31.0,5.0,19.0,6.0,0.0,315.0,4.0,1.12,4.48,4.85,1.08,1.0,46.1,10.6,80.9,3.86,0.28300000000000003,5.39,1.51,1.0,2500000.0,2500000.0
Juan Pierre,2006,Cubs,162,699.0,750.0,204.0,156.0,32.0,13.0,3.0,87.0,40.0,32.0,0.0,38.0,4.3,5.1,0.84,0.305,8.0,1.0,10.0,6.0,58.0,20.0,16.7,0.096,0.315,-10.5,0.292,0.33,0.388,0.7170000000000001,3.1,82.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44000000.0,8800000.0
Julio Lugo,2006,Red Sox,122,435.0,486.0,121.0,85.0,22.0,2.0,12.0,69.0,37.0,39.0,0.0,76.0,8.0,15.6,0.51,0.311,4.0,3.0,5.0,9.0,24.0,9.0,-0.8,0.14300000000000002,0.333,0.7,0.278,0.341,0.421,0.762,1.7,100.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36000000.0,9000000.0
Justin Speier,2006,Blue Jays,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49,2.0,0.0,0.0,0.0,51.1,47.0,5.0,21.0,55.0,18.0,0.0,3.0,0.0,17.0,1.0,25.0,3.0,0.0,222.0,4.0,0.88,3.68,9.64,2.62,15.3,30.1,6.9,82.3,2.98,0.3,3.56,1.32,4.0,18000000.0,4500000.0
Keith Foulke,2006,Red Sox,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.03,3.0,1.0,0.0,0.0,49.2,52.0,9.0,7.0,36.0,24.0,0.0,0.0,0.0,24.0,2.0,14.0,0.0,0.0,205.0,2.0,1.63,1.27,6.52,5.14,14.2,24.1,10.1,76.5,4.35,0.285,4.6,1.19,1.0,5000000.0,5000000.0
Kenny Lofton,2006,Dodgers,129,469.0,522.0,141.0,111.0,15.0,12.0,3.0,79.0,41.0,45.0,1.0,42.0,8.6,8.0,1.07,0.324,0.0,2.0,6.0,16.0,32.0,5.0,-11.1,0.102,0.336,2.1,0.301,0.36,0.403,0.763,1.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000000.0,6000000.0
Kerry Wood,2006,Cubs,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.22,1.0,2.0,4.0,0.0,19.2,19.0,5.0,8.0,13.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,86.0,1.0,2.29,3.66,5.95,1.63,5.8,39.3,16.1,71.4,4.12,0.237,6.5,1.37,1.0,1750000.0,1750000.0
Kevin Millar,2006,Orioles,132,430.0,503.0,117.0,76.0,26.0,0.0,15.0,64.0,64.0,59.0,3.0,74.0,11.7,14.7,0.8,0.297,12.0,2.0,0.0,14.0,1.0,1.0,-19.0,0.165,0.35600000000000004,10.5,0.272,0.374,0.4370000000000001,0.8109999999999999,-0.1,113.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2750000.0,2750000.0
Kip Wells,2006,Cardinals,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.65,2.0,5.0,9.0,0.0,44.1,61.0,3.0,21.0,20.0,33.0,0.0,0.0,0.0,32.0,4.0,0.0,1.0,0.0,208.0,5.0,0.61,4.26,4.06,0.95,-0.5,50.9,6.4,64.8,6.5,0.363,4.82,1.85,1.0,4000000.0,4000000.0
LaTroy Hawkins,2006,Orioles,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.93,3.0,2.0,0.0,0.0,60.1,73.0,4.0,15.0,27.0,30.0,0.0,4.0,0.0,30.0,0.0,16.0,3.0,0.0,261.0,2.0,0.6,2.24,4.03,1.8,4.6,44.2,5.3,70.4,4.48,0.321,3.86,1.46,1.0,3500000.0,3500000.0
Luis Gonzalez,2006,Diamondbacks,153,586.0,668.0,159.0,90.0,52.0,2.0,15.0,93.0,73.0,69.0,10.0,58.0,10.3,8.7,1.19,0.277,7.0,6.0,0.0,14.0,0.0,1.0,-11.8,0.172,0.341,5.3,0.271,0.35200000000000004,0.444,0.795,0.9,98.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7350000.0,7350000.0
Marcus Giles,2006,Braves,141,550.0,626.0,144.0,99.0,32.0,2.0,11.0,87.0,60.0,62.0,0.0,105.0,9.9,16.8,0.59,0.304,6.0,3.0,5.0,12.0,10.0,5.0,-3.8,0.125,0.324,-4.3,0.262,0.341,0.387,0.7290000000000001,1.0,91.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200000.0,3200000.0
Mark DeRosa,2006,Rangers,136,520.0,572.0,154.0,99.0,40.0,2.0,13.0,78.0,74.0,44.0,1.0,102.0,7.7,17.8,0.43,0.34600000000000003,6.0,2.0,0.0,13.0,4.0,4.0,6.8,0.16,0.353,10.3,0.29600000000000004,0.35700000000000004,0.456,0.812,2.9,107.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13000000.0,4333333.333333333
Mark Loretta,2006,Red Sox,155,635.0,703.0,181.0,143.0,33.0,0.0,5.0,75.0,59.0,49.0,1.0,63.0,7.0,9.0,0.78,0.308,12.0,5.0,2.0,16.0,4.0,1.0,-2.8,0.076,0.316,-9.6,0.285,0.345,0.361,0.706,0.5,83.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000.0,2500000.0
Mark Mulder,2006,Cardinals,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-2.19,6.0,7.0,17.0,0.0,93.1,124.0,19.0,35.0,50.0,77.0,0.0,0.0,0.0,74.0,5.0,0.0,1.0,0.0,430.0,3.0,1.83,3.38,4.82,1.43,3.5,54.7,24.7,63.3,7.14,0.327,6.01,1.7,2.0,13000000.0,6500000.0
Miguel Batista,2006,Diamondbacks,34,60.0,72.0,6.0,5.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,31.0,2.8,43.1,0.06,0.2,0.0,1.0,9.0,2.0,0.0,0.0,8.6,0.017,0.113,0.0,0.1,0.127,0.117,0.244,2.9,0.0,-0.08,11.0,8.0,33.0,3.0,206.1,231.0,18.0,84.0,110.0,116.0,0.0,0.0,1.0,105.0,6.0,0.0,5.0,1.0,910.0,14.0,0.79,3.66,4.8,1.31,2.9,51.7,9.2,69.3,4.58,0.308,4.52,1.53,3.0,25000000.0,8333333.333333332
Miguel Cairo,2006,Yankees,81,222.0,244.0,53.0,38.0,12.0,3.0,0.0,28.0,30.0,13.0,0.0,31.0,5.3,12.7,0.42,0.273,1.0,3.0,5.0,4.0,13.0,1.0,4.9,0.081,0.265,-13.9,0.239,0.28,0.32,0.6,0.3,53.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000.0,750000.0
Mike Lieberthal,2006,Phillies,67,209.0,230.0,57.0,34.0,14.0,0.0,9.0,22.0,36.0,8.0,0.0,19.0,3.5,8.3,0.42,0.262,6.0,2.0,5.0,5.0,0.0,0.0,5.1,0.196,0.335,0.7,0.273,0.316,0.469,0.784,1.1,96.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250000.0,1250000.0
Mike Mussina,2006,Yankees,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,1.48,15.0,7.0,32.0,1.0,197.1,184.0,22.0,35.0,172.0,88.0,0.0,0.0,0.0,77.0,5.0,0.0,1.0,0.0,804.0,3.0,1.0,1.6,7.84,4.91,17.0,42.4,9.4,70.4,3.51,0.284,3.46,1.11,2.0,23000000.0,11500000.0
Mike Stanton,2006,Reds,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.34,7.0,7.0,0.0,0.0,67.2,70.0,2.0,27.0,48.0,30.0,8.0,6.0,1.0,30.0,2.0,15.0,11.0,0.0,290.0,5.0,0.27,3.59,6.38,1.78,7.2,42.1,2.4,71.7,3.99,0.322,3.4,1.43,2.0,5500000.0,2750000.0
Moises Alou,2006,Giants,98,345.0,378.0,104.0,56.0,25.0,1.0,22.0,52.0,74.0,28.0,2.0,31.0,7.4,8.2,0.9,0.277,1.0,4.0,0.0,15.0,2.0,1.0,-9.8,0.27,0.385,17.4,0.301,0.35200000000000004,0.5710000000000001,0.923,1.3,131.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8500000.0,8500000.0
Nomar Garciaparra,2006,Dodgers,122,469.0,523.0,142.0,89.0,31.0,2.0,20.0,82.0,93.0,42.0,9.0,30.0,8.0,5.7,1.4,0.28800000000000003,8.0,4.0,0.0,15.0,3.0,0.0,-6.0,0.203,0.369,16.6,0.303,0.3670000000000001,0.505,0.872,2.0,122.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18500000.0,9250000.0
Octavio Dotel,2006,Yankees,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.49,0.0,0.0,0.0,0.0,10.0,18.0,2.0,11.0,7.0,13.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,59.0,3.0,1.8,9.9,6.3,0.64,-6.8,36.6,11.1,61.1,10.8,0.41,7.65,2.9,1.0,5000000.0,5000000.0
Orlando Hernandez,2006,Mets,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.19,11.0,11.0,29.0,1.0,162.1,155.0,22.0,61.0,164.0,90.0,0.0,0.0,3.0,84.0,12.0,0.0,5.0,0.0,699.0,1.0,1.22,3.38,9.09,2.69,14.7,34.0,10.5,70.0,4.66,0.302,4.24,1.33,2.0,12000000.0,6000000.0
Paul Bako,2006,Royals,56,153.0,167.0,32.0,29.0,3.0,0.0,0.0,7.0,10.0,11.0,0.0,46.0,6.6,27.5,0.24,0.29600000000000004,0.0,1.0,2.0,3.0,0.0,0.0,5.3,0.02,0.226,-15.0,0.209,0.261,0.229,0.489,-0.6,28.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000.0,900000.0
Pedro Feliz,2006,Giants,160,603.0,644.0,147.0,85.0,35.0,5.0,22.0,75.0,98.0,33.0,4.0,112.0,5.1,17.4,0.29,0.263,1.0,6.0,1.0,18.0,1.0,1.0,17.7,0.184,0.3,-17.5,0.244,0.281,0.428,0.7090000000000001,1.5,75.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5100000.0,5100000.0
Preston Wilson,2006,Cardinals,135,501.0,537.0,132.0,88.0,25.0,2.0,17.0,58.0,72.0,29.0,3.0,121.0,5.4,22.5,0.24,0.314,4.0,3.0,0.0,20.0,12.0,2.0,-19.4,0.16,0.313,-8.4,0.263,0.307,0.423,0.73,-0.9,85.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1000000.0
Ramon Martinez,2006,Dodgers,82,176.0,194.0,49.0,39.0,7.0,1.0,2.0,20.0,24.0,15.0,1.0,20.0,7.7,10.3,0.75,0.305,1.0,0.0,2.0,9.0,0.0,0.0,-1.0,0.085,0.312,-3.3,0.278,0.339,0.364,0.7020000000000001,0.0,85.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000.0,850000.0
Ramon Ortiz,2006,Nationals,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-2.14,11.0,16.0,33.0,0.0,190.2,230.0,31.0,64.0,104.0,127.0,0.0,0.0,3.0,118.0,18.0,0.0,14.0,0.0,871.0,4.0,1.46,3.02,4.91,1.63,4.6,40.8,11.7,68.9,5.57,0.304,5.46,1.54,1.0,3100000.0,3100000.0
Randy Wolf,2006,Phillies,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.28,4.0,0.0,12.0,0.0,56.2,63.0,13.0,33.0,44.0,37.0,0.0,0.0,0.0,35.0,2.0,0.0,2.0,0.0,261.0,2.0,2.06,5.24,6.99,1.33,4.2,37.3,16.5,76.4,5.56,0.29600000000000004,6.43,1.69,1.0,8000000.0,8000000.0
